Date,Return,State,Return_Sq,RollMean_10,RollStd_10,Cluster,PC1,PC2
2001-01-17,-0.0184191319822594,3,0.0003392644229798911,0.012243990353848891,0.05099201073440068,1,1.1654506058292282,1.2458059644948478
2001-01-18,0.1057324436521795,3,0.011179349640661314,0.01320971973428739,0.05281494705761438,1,3.9724068910714654,8.299130775201487
2001-01-19,0.0425595922625365,3,0.0018113188935533567,0.013352887377748613,0.052900905336558654,1,0.9620844082317288,3.684790889990208
2001-01-22,-0.0129027390549132,3,0.0001664806751191824,0.016175405055049732,0.05036322071809646,1,0.7065838052796045,1.634493350039428
2001-01-23,0.0629129856218614,3,0.003958043759856539,0.021328246574656422,0.052412909344327054,1,0.9815779842015772,5.498203753321452
2001-01-24,0.0,3,0.0,0.01762407293591072,0.05248787046104862,1,0.4756270368484431,2.1612131974741655
2001-01-25,-0.0278212386009726,3,0.0007740213172922478,0.01854612271455917,0.05149240805269248,1,1.0590350143301774,1.5649862790122662
2001-01-26,-0.0189891944200499,3,0.0003605895047224542,0.00832402365424272,0.04719105773568027,0,1.2476437344593574,0.81618257942882
2001-01-29,0.103123320295602,3,0.01063441918878932,0.02325536166336869,0.05145508955908033,1,3.000851643127304,8.75879309171174
2001-01-30,0.0028774338648033,3,8.279625646316857e-06,0.02390734716387876,0.051116592809943816,1,-0.07856010403038445,2.6696355733796038
2001-01-31,-0.0057631712538407,3,3.3214142901095787e-05,0.025172943236720636,0.05009873145050707,1,-0.09460450292927065,2.4709349584391203
2001-02-01,-0.0233939753476464,3,0.0005472780825662875,0.012260301336738038,0.0431927145371256,0,0.8873460124531531,0.8902590174479443
2001-02-02,-0.0239517882184946,3,0.0005736881588636166,0.0056091632886349305,0.043129504373806,0,1.3704501609905297,0.38718941278690927
2001-02-05,-0.021442052880142,3,0.00045976163171480584,0.00475523190611205,0.043618514299859745,0,1.3758983787232544,0.38487139669785037
2001-02-06,0.0453938410986366,3,0.0020606008096882697,0.003003317453789571,0.041314045640814916,1,1.1133090806551578,2.6864551276966693
2001-02-07,-0.0179101308640542,3,0.0003207727875675468,0.001212304367384151,0.04184352921030147,0,1.4208435750851525,0.13139271753881218
