State,Mean Return,Std Dev,Occupancy (%)
0,0.0035465018249025634,0.03537245153651161,1.7945842012497997
1,-2.2185956713233695e-06,0.019304408471749166,41.80419804518507
2,0.0009063934784345227,0.009156979764759512,52.82807242429098
3,0.0013911662229722903,0.05247740230998721,3.573145329274155
