State,Mean Return,Std Dev,Occupancy (%)
0,0.005239818596433782,0.03971900268460756,1.2978689312610159
1,0.0008669582480426672,0.021013004232390785,56.28905624098702
2,0.0017218497197513379,0.010358364432489104,35.31485338887999
3,-0.0003874686503482497,0.05129761713314902,7.098221438871976
