State,Mean Return,Std Dev,Occupancy (%)
0,-0.023098946167308957,0.09567279714621836,1.3485477178423237
1,0.001167012896249375,0.03500797265351779,52.022821576763484
2,0.0016093953346705096,0.020398485926814775,43.82780082987552
3,0.01656889108894883,0.11449276779141794,2.800829875518672
